"NSFTV.ID","Exp","Rep","DayOfImaging","PSA"
"NSFTV_311","E3","2",12,90172
"NSFTV_311","E3","2",13,114952
"NSFTV_311","E3","2",14,137454
"NSFTV_311","E3","2",15,158773
"NSFTV_311","E3","2",16,195245
"NSFTV_311","E3","2",17,234758
"NSFTV_311","E3","2",18,272143
"NSFTV_311","E3","2",19,314236
"NSFTV_311","E3","2",20,381776
"NSFTV_312","E1","1",1,15242
"NSFTV_312","E1","1",2,19895
"NSFTV_312","E1","1",3,23508
"NSFTV_312","E1","1",4,28336
"NSFTV_312","E1","1",5,37638
"NSFTV_312","E1","1",6,48755
"NSFTV_312","E1","1",7,58605
"NSFTV_312","E1","1",8,76600
"NSFTV_312","E1","1",9,95203
"NSFTV_312","E1","1",10,109787
"NSFTV_312","E1","1",11,134570
"NSFTV_312","E1","1",12,165346
"NSFTV_312","E1","1",13,206671
"NSFTV_312","E1","1",14,238694
"NSFTV_312","E1","1",15,288463
"NSFTV_312","E1","1",16,320287
"NSFTV_312","E1","1",17,379138
"NSFTV_312","E1","1",18,424679
"NSFTV_312","E1","1",19,483566
"NSFTV_312","E1","1",20,554174
"NSFTV_312","E1","2",1,NA
"NSFTV_312","E1","2",2,NA
"NSFTV_312","E1","2",3,NA
"NSFTV_312","E1","2",4,NA
"NSFTV_312","E1","2",5,NA
"NSFTV_312","E1","2",6,NA
"NSFTV_312","E1","2",7,NA
"NSFTV_312","E1","2",8,NA
"NSFTV_312","E1","2",9,NA
"NSFTV_312","E1","2",10,NA
"NSFTV_312","E1","2",11,NA
"NSFTV_312","E1","2",12,NA
"NSFTV_312","E1","2",13,NA
"NSFTV_312","E1","2",14,NA
"NSFTV_312","E1","2",15,NA
"NSFTV_312","E1","2",16,NA
"NSFTV_312","E1","2",17,NA
"NSFTV_312","E1","2",18,NA
"NSFTV_312","E1","2",19,NA
"NSFTV_312","E1","2",20,NA
"NSFTV_312","E2","1",1,19710
"NSFTV_312","E2","1",2,24116
"NSFTV_312","E2","1",3,28983
"NSFTV_312","E2","1",4,36738
"NSFTV_312","E2","1",5,42330
"NSFTV_312","E2","1",6,48926
"NSFTV_312","E2","1",7,64488
"NSFTV_312","E2","1",8,74623
"NSFTV_312","E2","1",9,85031
"NSFTV_312","E2","1",10,97899
"NSFTV_312","E2","1",11,115587
"NSFTV_312","E2","1",12,139427
"NSFTV_312","E2","1",13,159835
"NSFTV_312","E2","1",14,175410
"NSFTV_312","E2","1",15,210952
"NSFTV_312","E2","1",16,239749
"NSFTV_312","E2","1",17,270982
"NSFTV_312","E2","1",18,321852
"NSFTV_312","E2","1",19,353988
"NSFTV_312","E2","1",20,409597
"NSFTV_312","E2","2",1,NA
"NSFTV_312","E2","2",2,NA
"NSFTV_312","E2","2",3,NA
"NSFTV_312","E2","2",4,NA
"NSFTV_312","E2","2",5,NA
"NSFTV_312","E2","2",6,NA
"NSFTV_312","E2","2",7,NA
"NSFTV_312","E2","2",8,NA
"NSFTV_312","E2","2",9,NA
"NSFTV_312","E2","2",10,NA
"NSFTV_312","E2","2",11,NA
"NSFTV_312","E2","2",12,NA
"NSFTV_312","E2","2",13,NA
"NSFTV_312","E2","2",14,NA
"NSFTV_312","E2","2",15,NA
"NSFTV_312","E2","2",16,NA
"NSFTV_312","E2","2",17,NA
"NSFTV_312","E2","2",18,NA
"NSFTV_312","E2","2",19,NA
"NSFTV_312","E2","2",20,NA
"NSFTV_312","E3","1",1,19950
"NSFTV_312","E3","1",2,23179
"NSFTV_312","E3","1",3,24821
"NSFTV_312","E3","1",4,31699
"NSFTV_312","E3","1",5,40857
"NSFTV_312","E3","1",6,47431
"NSFTV_312","E3","1",7,60007
"NSFTV_312","E3","1",8,81917
"NSFTV_312","E3","1",9,92053
"NSFTV_312","E3","1",10,120172
"NSFTV_312","E3","1",11,144275
"NSFTV_312","E3","1",12,165663
"NSFTV_312","E3","1",13,198031
"NSFTV_312","E3","1",14,242173
"NSFTV_312","E3","1",15,290993
"NSFTV_312","E3","1",16,340677
"NSFTV_312","E3","1",17,404346
"NSFTV_312","E3","1",18,488595
"NSFTV_312","E3","1",19,566146
"NSFTV_312","E3","1",20,672603
"NSFTV_312","E3","2",1,19772
"NSFTV_312","E3","2",2,25101
"NSFTV_312","E3","2",3,29699
"NSFTV_312","E3","2",4,33470
"NSFTV_312","E3","2",5,40406
"NSFTV_312","E3","2",6,53969
"NSFTV_312","E3","2",7,65851
"NSFTV_312","E3","2",8,83041
"NSFTV_312","E3","2",9,97101
"NSFTV_312","E3","2",10,124222
"NSFTV_312","E3","2",11,148011
"NSFTV_312","E3","2",12,175186
"NSFTV_312","E3","2",13,197310
"NSFTV_312","E3","2",14,216536
"NSFTV_312","E3","2",15,270753
"NSFTV_312","E3","2",16,297174
"NSFTV_312","E3","2",17,351544
"NSFTV_312","E3","2",18,432782
"NSFTV_312","E3","2",19,487414
"NSFTV_312","E3","2",20,537217
"NSFTV_313","E1","1",1,10750
"NSFTV_313","E1","1",2,15991
"NSFTV_313","E1","1",3,20335
"NSFTV_313","E1","1",4,24340
"NSFTV_313","E1","1",5,32257
"NSFTV_313","E1","1",6,41711
"NSFTV_313","E1","1",7,54450
"NSFTV_313","E1","1",8,69177
"NSFTV_313","E1","1",9,82808
"NSFTV_313","E1","1",10,105572
"NSFTV_313","E1","1",11,127514
"NSFTV_313","E1","1",12,151492
"NSFTV_313","E1","1",13,176876
"NSFTV_313","E1","1",14,205785
"NSFTV_313","E1","1",15,248929
"NSFTV_313","E1","1",16,286088
"NSFTV_313","E1","1",17,334281
"NSFTV_313","E1","1",18,384908
"NSFTV_313","E1","1",19,445474
"NSFTV_313","E1","1",20,507521
"NSFTV_313","E1","2",1,NA
"NSFTV_313","E1","2",2,NA
"NSFTV_313","E1","2",3,NA
"NSFTV_313","E1","2",4,NA
"NSFTV_313","E1","2",5,NA
"NSFTV_313","E1","2",6,NA
"NSFTV_313","E1","2",7,NA
"NSFTV_313","E1","2",8,NA
"NSFTV_313","E1","2",9,NA
"NSFTV_313","E1","2",10,NA
"NSFTV_313","E1","2",11,NA
"NSFTV_313","E1","2",12,NA
"NSFTV_313","E1","2",13,NA
"NSFTV_313","E1","2",14,NA
"NSFTV_313","E1","2",15,NA
"NSFTV_313","E1","2",16,NA
"NSFTV_313","E1","2",17,NA
"NSFTV_313","E1","2",18,NA
"NSFTV_313","E1","2",19,NA
"NSFTV_313","E1","2",20,NA
"NSFTV_313","E2","1",1,19508
"NSFTV_313","E2","1",2,23962
"NSFTV_313","E2","1",3,29499
"NSFTV_313","E2","1",4,37620
"NSFTV_313","E2","1",5,47483
"NSFTV_313","E2","1",6,57023
"NSFTV_313","E2","1",7,67749
"NSFTV_313","E2","1",8,86230
"NSFTV_313","E2","1",9,103840
"NSFTV_313","E2","1",10,120467
"NSFTV_313","E2","1",11,143822
"NSFTV_313","E2","1",12,160759
"NSFTV_313","E2","1",13,178341
"NSFTV_313","E2","1",14,207917
"NSFTV_313","E2","1",15,233672
"NSFTV_313","E2","1",16,266429
"NSFTV_313","E2","1",17,316382
"NSFTV_313","E2","1",18,365441
"NSFTV_313","E2","1",19,424596
"NSFTV_313","E2","1",20,462511
"NSFTV_313","E2","2",1,NA
"NSFTV_313","E2","2",2,NA
"NSFTV_313","E2","2",3,NA
"NSFTV_313","E2","2",4,NA
"NSFTV_313","E2","2",5,NA
"NSFTV_313","E2","2",6,NA
"NSFTV_313","E2","2",7,NA
"NSFTV_313","E2","2",8,NA
"NSFTV_313","E2","2",9,NA
"NSFTV_313","E2","2",10,NA
"NSFTV_313","E2","2",11,NA
"NSFTV_313","E2","2",12,NA
"NSFTV_313","E2","2",13,NA
"NSFTV_313","E2","2",14,NA
"NSFTV_313","E2","2",15,NA
"NSFTV_313","E2","2",16,NA
"NSFTV_313","E2","2",17,NA
"NSFTV_313","E2","2",18,NA
"NSFTV_313","E2","2",19,NA
"NSFTV_313","E2","2",20,NA
"NSFTV_313","E3","1",1,12465
"NSFTV_313","E3","1",2,14320
"NSFTV_313","E3","1",3,16510
"NSFTV_313","E3","1",4,22384
"NSFTV_313","E3","1",5,25864
"NSFTV_313","E3","1",6,31442
"NSFTV_313","E3","1",7,39636
"NSFTV_313","E3","1",8,49859
"NSFTV_313","E3","1",9,60423
"NSFTV_313","E3","1",10,73573
"NSFTV_313","E3","1",11,92120
"NSFTV_313","E3","1",12,110990
"NSFTV_313","E3","1",13,131260
"NSFTV_313","E3","1",14,153108
"NSFTV_313","E3","1",15,188184
"NSFTV_313","E3","1",16,222755
"NSFTV_313","E3","1",17,249575
"NSFTV_313","E3","1",18,308953
"NSFTV_313","E3","1",19,367582
"NSFTV_313","E3","1",20,432828
"NSFTV_313","E3","2",1,13285
"NSFTV_313","E3","2",2,15393
"NSFTV_313","E3","2",3,18797
"NSFTV_313","E3","2",4,24763
"NSFTV_313","E3","2",5,30772
"NSFTV_313","E3","2",6,37801
"NSFTV_313","E3","2",7,44370
"NSFTV_313","E3","2",8,60078
"NSFTV_313","E3","2",9,75928
"NSFTV_313","E3","2",10,93850
"NSFTV_313","E3","2",11,115150
"NSFTV_313","E3","2",12,139409
"NSFTV_313","E3","2",13,168187
"NSFTV_313","E3","2",14,196051
"NSFTV_313","E3","2",15,238933
"NSFTV_313","E3","2",16,277028
"NSFTV_313","E3","2",17,319579
"NSFTV_313","E3","2",18,373548
"NSFTV_313","E3","2",19,437768
"NSFTV_313","E3","2",20,503498
"NSFTV_314","E1","1",1,13058
"NSFTV_314","E1","1",2,15854
"NSFTV_314","E1","1",3,19152
"NSFTV_314","E1","1",4,22982
"NSFTV_314","E1","1",5,28463
"NSFTV_314","E1","1",6,35919
"NSFTV_314","E1","1",7,43178
"NSFTV_314","E1","1",8,56119
"NSFTV_314","E1","1",9,67843
"NSFTV_314","E1","1",10,78808
"NSFTV_314","E1","1",11,91445
"NSFTV_314","E1","1",12,111262
"NSFTV_314","E1","1",13,126929
"NSFTV_314","E1","1",14,152775
"NSFTV_314","E1","1",15,186721
"NSFTV_314","E1","1",16,205801
"NSFTV_314","E1","1",17,243018
"NSFTV_314","E1","1",18,289248
"NSFTV_314","E1","1",19,335042
"NSFTV_314","E1","1",20,371865
"NSFTV_314","E1","2",1,NA
"NSFTV_314","E1","2",2,NA
"NSFTV_314","E1","2",3,NA
"NSFTV_314","E1","2",4,NA
"NSFTV_314","E1","2",5,NA
"NSFTV_314","E1","2",6,NA
"NSFTV_314","E1","2",7,NA
"NSFTV_314","E1","2",8,NA
"NSFTV_314","E1","2",9,NA
"NSFTV_314","E1","2",10,NA
"NSFTV_314","E1","2",11,NA
"NSFTV_314","E1","2",12,NA
"NSFTV_314","E1","2",13,NA
"NSFTV_314","E1","2",14,NA
"NSFTV_314","E1","2",15,NA
"NSFTV_314","E1","2",16,NA
"NSFTV_314","E1","2",17,NA
"NSFTV_314","E1","2",18,NA
"NSFTV_314","E1","2",19,NA
"NSFTV_314","E1","2",20,NA
"NSFTV_314","E2","1",1,13861
"NSFTV_314","E2","1",2,18483
"NSFTV_314","E2","1",3,20961
"NSFTV_314","E2","1",4,24702
"NSFTV_314","E2","1",5,30333
"NSFTV_314","E2","1",6,32598
"NSFTV_314","E2","1",7,38561
"NSFTV_314","E2","1",8,50678
"NSFTV_314","E2","1",9,60287
"NSFTV_314","E2","1",10,67907
"NSFTV_314","E2","1",11,81545
"NSFTV_314","E2","1",12,99289
"NSFTV_314","E2","1",13,119682
"NSFTV_314","E2","1",14,137471
"NSFTV_314","E2","1",15,158064
"NSFTV_314","E2","1",16,186976
"NSFTV_314","E2","1",17,219604
"NSFTV_314","E2","1",18,263130
"NSFTV_314","E2","1",19,311280
"NSFTV_314","E2","1",20,347293
"NSFTV_314","E2","2",1,NA
"NSFTV_314","E2","2",2,NA
"NSFTV_314","E2","2",3,NA
"NSFTV_314","E2","2",4,NA
"NSFTV_314","E2","2",5,NA
"NSFTV_314","E2","2",6,NA
"NSFTV_314","E2","2",7,NA
"NSFTV_314","E2","2",8,NA
"NSFTV_314","E2","2",9,NA
"NSFTV_314","E2","2",10,NA
"NSFTV_314","E2","2",11,NA
"NSFTV_314","E2","2",12,NA
"NSFTV_314","E2","2",13,NA
"NSFTV_314","E2","2",14,NA
"NSFTV_314","E2","2",15,NA
"NSFTV_314","E2","2",16,NA
"NSFTV_314","E2","2",17,NA
"NSFTV_314","E2","2",18,NA
"NSFTV_314","E2","2",19,NA
"NSFTV_314","E2","2",20,NA
"NSFTV_314","E3","1",1,14641
"NSFTV_314","E3","1",2,17418
"NSFTV_314","E3","1",3,17350
"NSFTV_314","E3","1",4,24618
"NSFTV_314","E3","1",5,30556
"NSFTV_314","E3","1",6,37531
"NSFTV_314","E3","1",7,46277
"NSFTV_314","E3","1",8,60800
"NSFTV_314","E3","1",9,75281
"NSFTV_314","E3","1",10,86536
"NSFTV_314","E3","1",11,107570
"NSFTV_314","E3","1",12,130098
"NSFTV_314","E3","1",13,153576
"NSFTV_314","E3","1",14,175284
"NSFTV_314","E3","1",15,211396
"NSFTV_314","E3","1",16,250490
"NSFTV_314","E3","1",17,293355
"NSFTV_314","E3","1",18,336127
"NSFTV_314","E3","1",19,392352
"NSFTV_314","E3","1",20,438243
"NSFTV_314","E3","2",1,NA
"NSFTV_314","E3","2",2,NA
"NSFTV_314","E3","2",3,NA
"NSFTV_314","E3","2",4,NA
"NSFTV_314","E3","2",5,NA
"NSFTV_314","E3","2",6,NA
"NSFTV_314","E3","2",7,NA
"NSFTV_314","E3","2",8,NA
"NSFTV_314","E3","2",9,NA
"NSFTV_314","E3","2",10,NA
"NSFTV_314","E3","2",11,NA
"NSFTV_314","E3","2",12,NA
"NSFTV_314","E3","2",13,NA
"NSFTV_314","E3","2",14,NA
"NSFTV_314","E3","2",15,NA
"NSFTV_314","E3","2",16,NA
"NSFTV_314","E3","2",17,NA
"NSFTV_314","E3","2",18,NA
"NSFTV_314","E3","2",19,NA
"NSFTV_314","E3","2",20,NA
"NSFTV_315","E1","1",1,17869
"NSFTV_315","E1","1",2,22433
"NSFTV_315","E1","1",3,29646
"NSFTV_315","E1","1",4,33113
"NSFTV_315","E1","1",5,40457
"NSFTV_315","E1","1",6,54850
"NSFTV_315","E1","1",7,65074
"NSFTV_315","E1","1",8,79688
"NSFTV_315","E1","1",9,91616
"NSFTV_315","E1","1",10,110044
"NSFTV_315","E1","1",11,130828
"NSFTV_315","E1","1",12,153707
"NSFTV_315","E1","1",13,174672
"NSFTV_315","E1","1",14,206307
"NSFTV_315","E1","1",15,234708
"NSFTV_315","E1","1",16,257347
"NSFTV_315","E1","1",17,292044
"NSFTV_315","E1","1",18,318319
"NSFTV_315","E1","1",19,351150
"NSFTV_315","E1","1",20,423788
"NSFTV_315","E1","2",1,NA
"NSFTV_315","E1","2",2,NA
"NSFTV_315","E1","2",3,NA
"NSFTV_315","E1","2",4,NA
"NSFTV_315","E1","2",5,NA
"NSFTV_315","E1","2",6,NA
"NSFTV_315","E1","2",7,NA
"NSFTV_315","E1","2",8,NA
"NSFTV_315","E1","2",9,NA
"NSFTV_315","E1","2",10,NA
"NSFTV_315","E1","2",11,NA
"NSFTV_315","E1","2",12,NA
"NSFTV_315","E1","2",13,NA
"NSFTV_315","E1","2",14,NA
"NSFTV_315","E1","2",15,NA
"NSFTV_315","E1","2",16,NA
"NSFTV_315","E1","2",17,NA
"NSFTV_315","E1","2",18,NA
"NSFTV_315","E1","2",19,NA
"NSFTV_315","E1","2",20,NA
"NSFTV_315","E2","1",1,17590
"NSFTV_315","E2","1",2,20382
"NSFTV_315","E2","1",3,21996
"NSFTV_315","E2","1",4,26214
"NSFTV_315","E2","1",5,30643
"NSFTV_315","E2","1",6,33050
"NSFTV_315","E2","1",7,33128
"NSFTV_315","E2","1",8,32414
"NSFTV_315","E2","1",9,37429
"NSFTV_315","E2","1",10,47547
"NSFTV_315","E2","1",11,56031
"NSFTV_315","E2","1",12,61670
"NSFTV_315","E2","1",13,75146
"NSFTV_315","E2","1",14,93396
"NSFTV_315","E2","1",15,104898
"NSFTV_315","E2","1",16,127440
"NSFTV_315","E2","1",17,144790
"NSFTV_315","E2","1",18,176807
"NSFTV_315","E2","1",19,176497
"NSFTV_315","E2","1",20,208739
"NSFTV_315","E2","2",1,NA
"NSFTV_315","E2","2",2,NA
"NSFTV_315","E2","2",3,NA
"NSFTV_315","E2","2",4,NA
"NSFTV_315","E2","2",5,NA
"NSFTV_315","E2","2",6,NA
"NSFTV_315","E2","2",7,NA
"NSFTV_315","E2","2",8,NA
"NSFTV_315","E2","2",9,NA
"NSFTV_315","E2","2",10,NA
"NSFTV_315","E2","2",11,NA
"NSFTV_315","E2","2",12,NA
"NSFTV_315","E2","2",13,NA
"NSFTV_315","E2","2",14,NA
"NSFTV_315","E2","2",15,NA
"NSFTV_315","E2","2",16,NA
"NSFTV_315","E2","2",17,NA
"NSFTV_315","E2","2",18,NA
"NSFTV_315","E2","2",19,NA
"NSFTV_315","E2","2",20,NA
"NSFTV_315","E3","1",1,14233
"NSFTV_315","E3","1",2,17664
"NSFTV_315","E3","1",3,23036
"NSFTV_315","E3","1",4,27683
"NSFTV_315","E3","1",5,35691
"NSFTV_315","E3","1",6,43894
"NSFTV_315","E3","1",7,50123
"NSFTV_315","E3","1",8,63519
"NSFTV_315","E3","1",9,81996
"NSFTV_315","E3","1",10,92411
"NSFTV_315","E3","1",11,105784
"NSFTV_315","E3","1",12,136953
"NSFTV_315","E3","1",13,156031
"NSFTV_315","E3","1",14,184584
"NSFTV_315","E3","1",15,212157
"NSFTV_315","E3","1",16,257151
"NSFTV_315","E3","1",17,299682
"NSFTV_315","E3","1",18,323829
"NSFTV_315","E3","1",19,370389
"NSFTV_315","E3","1",20,422977
"NSFTV_315","E3","2",1,14283
"NSFTV_315","E3","2",2,15853
"NSFTV_315","E3","2",3,20337
"NSFTV_315","E3","2",4,25681
"NSFTV_315","E3","2",5,28787
"NSFTV_315","E3","2",6,36333
"NSFTV_315","E3","2",7,46008
"NSFTV_315","E3","2",8,59174
"NSFTV_315","E3","2",9,77420
"NSFTV_315","E3","2",10,95263
"NSFTV_315","E3","2",11,121799
"NSFTV_315","E3","2",12,145454
"NSFTV_315","E3","2",13,164181
"NSFTV_315","E3","2",14,191780
"NSFTV_315","E3","2",15,227149
"NSFTV_315","E3","2",16,276729
"NSFTV_315","E3","2",17,311894
"NSFTV_315","E3","2",18,359582
"NSFTV_315","E3","2",19,430170
"NSFTV_315","E3","2",20,500907
"NSFTV_316","E1","1",1,14772
"NSFTV_316","E1","1",2,16817
"NSFTV_316","E1","1",3,24666
"NSFTV_316","E1","1",4,31015
"NSFTV_316","E1","1",5,36899
"NSFTV_316","E1","1",6,46882
"NSFTV_316","E1","1",7,62063
"NSFTV_316","E1","1",8,76729
"NSFTV_316","E1","1",9,87106
"NSFTV_316","E1","1",10,103212
"NSFTV_316","E1","1",11,135740
"NSFTV_316","E1","1",12,161256
"NSFTV_316","E1","1",13,177445
"NSFTV_316","E1","1",14,200880
"NSFTV_316","E1","1",15,247340
"NSFTV_316","E1","1",16,272726
"NSFTV_316","E1","1",17,299188
"NSFTV_316","E1","1",18,333528
"NSFTV_316","E1","1",19,377889
"NSFTV_316","E1","1",20,425272
"NSFTV_316","E1","2",1,NA
"NSFTV_316","E1","2",2,NA
"NSFTV_316","E1","2",3,NA
"NSFTV_316","E1","2",4,NA
"NSFTV_316","E1","2",5,NA
"NSFTV_316","E1","2",6,NA
"NSFTV_316","E1","2",7,NA
"NSFTV_316","E1","2",8,NA
"NSFTV_316","E1","2",9,NA
"NSFTV_316","E1","2",10,NA
"NSFTV_316","E1","2",11,NA
"NSFTV_316","E1","2",12,NA
"NSFTV_316","E1","2",13,NA
"NSFTV_316","E1","2",14,NA
"NSFTV_316","E1","2",15,NA
"NSFTV_316","E1","2",16,NA
"NSFTV_316","E1","2",17,NA
"NSFTV_316","E1","2",18,NA
"NSFTV_316","E1","2",19,NA
"NSFTV_316","E1","2",20,NA
"NSFTV_316","E2","1",1,16253
"NSFTV_316","E2","1",2,23222
"NSFTV_316","E2","1",3,26570
"NSFTV_316","E2","1",4,30041
"NSFTV_316","E2","1",5,35714
"NSFTV_316","E2","1",6,44584
"NSFTV_316","E2","1",7,51804
"NSFTV_316","E2","1",8,62060
"NSFTV_316","E2","1",9,73351
"NSFTV_316","E2","1",10,82227
"NSFTV_316","E2","1",11,103431
"NSFTV_316","E2","1",12,116050
"NSFTV_316","E2","1",13,131640
"NSFTV_316","E2","1",14,147240
"NSFTV_316","E2","1",15,163720
"NSFTV_316","E2","1",16,190752
"NSFTV_316","E2","1",17,225437
"NSFTV_316","E2","1",18,265276
"NSFTV_316","E2","1",19,302355
"NSFTV_316","E2","1",20,346039
"NSFTV_316","E2","2",1,NA
"NSFTV_316","E2","2",2,NA
"NSFTV_316","E2","2",3,NA
"NSFTV_316","E2","2",4,NA
"NSFTV_316","E2","2",5,NA
"NSFTV_316","E2","2",6,NA
"NSFTV_316","E2","2",7,NA
"NSFTV_316","E2","2",8,NA
"NSFTV_316","E2","2",9,NA
"NSFTV_316","E2","2",10,NA
"NSFTV_316","E2","2",11,NA
"NSFTV_316","E2","2",12,NA
"NSFTV_316","E2","2",13,NA
"NSFTV_316","E2","2",14,NA
"NSFTV_316","E2","2",15,NA
"NSFTV_316","E2","2",16,NA
"NSFTV_316","E2","2",17,NA
"NSFTV_316","E2","2",18,NA
"NSFTV_316","E2","2",19,NA
"NSFTV_316","E2","2",20,NA
"NSFTV_316","E3","1",1,13142
"NSFTV_316","E3","1",2,16266
"NSFTV_316","E3","1",3,18309
"NSFTV_316","E3","1",4,23324
"NSFTV_316","E3","1",5,30089
"NSFTV_316","E3","1",6,34880
"NSFTV_316","E3","1",7,40740
"NSFTV_316","E3","1",8,53405
"NSFTV_316","E3","1",9,60962
"NSFTV_316","E3","1",10,74525
"NSFTV_316","E3","1",11,87449
"NSFTV_316","E3","1",12,105696
"NSFTV_316","E3","1",13,123447
"NSFTV_316","E3","1",14,145730
"NSFTV_316","E3","1",15,181102
"NSFTV_316","E3","1",16,218639
"NSFTV_316","E3","1",17,257025
"NSFTV_316","E3","1",18,289920
"NSFTV_316","E3","1",19,335447
"NSFTV_316","E3","1",20,389745
"NSFTV_316","E3","2",1,14977
"NSFTV_316","E3","2",2,18357
"NSFTV_316","E3","2",3,19119
"NSFTV_316","E3","2",4,27487
"NSFTV_316","E3","2",5,36975
"NSFTV_316","E3","2",6,42145
"NSFTV_316","E3","2",7,48996
"NSFTV_316","E3","2",8,63110
"NSFTV_316","E3","2",9,74897
"NSFTV_316","E3","2",10,92004
"NSFTV_316","E3","2",11,112025
"NSFTV_316","E3","2",12,136047
"NSFTV_316","E3","2",13,153261
"NSFTV_316","E3","2",14,182814
"NSFTV_316","E3","2",15,222834
"NSFTV_316","E3","2",16,282660
"NSFTV_316","E3","2",17,317891
"NSFTV_316","E3","2",18,373419
"NSFTV_316","E3","2",19,448893
"NSFTV_316","E3","2",20,516569
"NSFTV_317","E1","1",1,14797
"NSFTV_317","E1","1",2,20193
"NSFTV_317","E1","1",3,24510
"NSFTV_317","E1","1",4,33172
"NSFTV_317","E1","1",5,43673
"NSFTV_317","E1","1",6,52906
"NSFTV_317","E1","1",7,65391
"NSFTV_317","E1","1",8,89391
"NSFTV_317","E1","1",9,108386
"NSFTV_317","E1","1",10,127923
"NSFTV_317","E1","1",11,157022
"NSFTV_317","E1","1",12,190504
"NSFTV_317","E1","1",13,210862
"NSFTV_317","E1","1",14,243725
"NSFTV_317","E1","1",15,286603
"NSFTV_317","E1","1",16,330572
"NSFTV_317","E1","1",17,398395
"NSFTV_317","E1","1",18,449123
"NSFTV_317","E1","1",19,520919
"NSFTV_317","E1","1",20,595048
"NSFTV_317","E1","2",1,NA
"NSFTV_317","E1","2",2,NA
"NSFTV_317","E1","2",3,NA
"NSFTV_317","E1","2",4,NA
"NSFTV_317","E1","2",5,NA
"NSFTV_317","E1","2",6,NA
"NSFTV_317","E1","2",7,NA
"NSFTV_317","E1","2",8,NA
"NSFTV_317","E1","2",9,NA
"NSFTV_317","E1","2",10,NA
"NSFTV_317","E1","2",11,NA
"NSFTV_317","E1","2",12,NA
"NSFTV_317","E1","2",13,NA
"NSFTV_317","E1","2",14,NA
"NSFTV_317","E1","2",15,NA
"NSFTV_317","E1","2",16,NA
"NSFTV_317","E1","2",17,NA
"NSFTV_317","E1","2",18,NA
"NSFTV_317","E1","2",19,NA
"NSFTV_317","E1","2",20,NA
"NSFTV_317","E2","1",1,19138
"NSFTV_317","E2","1",2,24871
"NSFTV_317","E2","1",3,27755
"NSFTV_317","E2","1",4,28104
"NSFTV_317","E2","1",5,35397
"NSFTV_317","E2","1",6,42152
"NSFTV_317","E2","1",7,47665
"NSFTV_317","E2","1",8,54181
"NSFTV_317","E2","1",9,56019
"NSFTV_317","E2","1",10,66103
"NSFTV_317","E2","1",11,81796
"NSFTV_317","E2","1",12,84233
"NSFTV_317","E2","1",13,95489
"NSFTV_317","E2","1",14,103874
"NSFTV_317","E2","1",15,114431
"NSFTV_317","E2","1",16,134428
"NSFTV_317","E2","1",17,152531
"NSFTV_317","E2","1",18,173666
"NSFTV_317","E2","1",19,183361
"NSFTV_317","E2","1",20,191082
"NSFTV_317","E2","2",1,NA
"NSFTV_317","E2","2",2,NA
"NSFTV_317","E2","2",3,NA
"NSFTV_317","E2","2",4,NA
"NSFTV_317","E2","2",5,NA
"NSFTV_317","E2","2",6,NA
"NSFTV_317","E2","2",7,NA
"NSFTV_317","E2","2",8,NA
"NSFTV_317","E2","2",9,NA
"NSFTV_317","E2","2",10,NA
"NSFTV_317","E2","2",11,NA
"NSFTV_317","E2","2",12,NA
"NSFTV_317","E2","2",13,NA
"NSFTV_317","E2","2",14,NA
"NSFTV_317","E2","2",15,NA
"NSFTV_317","E2","2",16,NA
"NSFTV_317","E2","2",17,NA
"NSFTV_317","E2","2",18,NA
"NSFTV_317","E2","2",19,NA
"NSFTV_317","E2","2",20,NA
"NSFTV_317","E3","1",1,16955
"NSFTV_317","E3","1",2,22429
"NSFTV_317","E3","1",3,27352
"NSFTV_317","E3","1",4,31956
"NSFTV_317","E3","1",5,37374
"NSFTV_317","E3","1",6,51857
"NSFTV_317","E3","1",7,60152
"NSFTV_317","E3","1",8,71128
"NSFTV_317","E3","1",9,82039
"NSFTV_317","E3","1",10,98938
"NSFTV_317","E3","1",11,115827
"NSFTV_317","E3","1",12,139658
"NSFTV_317","E3","1",13,148506
"NSFTV_317","E3","1",14,174766
"NSFTV_317","E3","1",15,197958
"NSFTV_317","E3","1",16,235670
"NSFTV_317","E3","1",17,298559
"NSFTV_317","E3","1",18,357881
"NSFTV_317","E3","1",19,441599
"NSFTV_317","E3","1",20,505147
"NSFTV_317","E3","2",1,NA
"NSFTV_317","E3","2",2,NA
"NSFTV_317","E3","2",3,NA
"NSFTV_317","E3","2",4,NA
"NSFTV_317","E3","2",5,NA
"NSFTV_317","E3","2",6,NA
"NSFTV_317","E3","2",7,NA
"NSFTV_317","E3","2",8,NA
"NSFTV_317","E3","2",9,NA
"NSFTV_317","E3","2",10,NA
"NSFTV_317","E3","2",11,NA
"NSFTV_317","E3","2",12,NA
"NSFTV_317","E3","2",13,NA
"NSFTV_317","E3","2",14,NA
"NSFTV_317","E3","2",15,NA
"NSFTV_317","E3","2",16,NA
"NSFTV_317","E3","2",17,NA
"NSFTV_317","E3","2",18,NA
"NSFTV_317","E3","2",19,NA
"NSFTV_317","E3","2",20,NA
"NSFTV_318","E1","1",1,12075
"NSFTV_318","E1","1",2,16941
"NSFTV_318","E1","1",3,20358
"NSFTV_318","E1","1",4,25741
"NSFTV_318","E1","1",5,36939
"NSFTV_318","E1","1",6,46388
